doc_id,stock_code,company_name,year_range,year_list,valid_year_count,rank,term,tfidf_weight
301160_5Y,301160,翔楼新材,2022-2024,"2022,2023,2024",3,15,收到 募集,0.06556110949799608
301160_5Y,301160,翔楼新材,2022-2024,"2022,2023,2024",3,16,汽车 安全,0.06419444925547764
301160_5Y,301160,翔楼新材,2022-2024,"2022,2023,2024",3,17,零部件 材料,0.06296732347638598
301160_5Y,301160,翔楼新材,2022-2024,"2022,2023,2024",3,18,汽车零部件,0.06269519291978466
301160_5Y,301160,翔楼新材,2022-2024,"2022,2023,2024",3,19,更为 先进,0.0624040226525036
301160_5Y,301160,翔楼新材,2022-2024,"2022,2023,2024",3,20,累计 收到,0.06222999654155817
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,1,密封件,0.10681902235834578
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,2,密封 系统,0.1031142705748447
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,3,密封 产品,0.09924469026648068
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,4,密封材料,0.09865751535554868
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,5,气动,0.0884514808197351
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,6,密封,0.08299834031362925
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,7,油缸,0.07506815866895397
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,8,液压,0.06993671933764484
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,9,聚氨酯,0.06740695997319959
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,10,煤机,0.06717908141365457
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,11,产品 选型,0.0585117110641986
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,12,农机,0.05604415709550508
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,13,聚氨酯 材料,0.05367781377604728
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,14,相对 优势,0.05227470285470391
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,15,工程机械,0.052214467417329644
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,16,农机 行业,0.05084918412599564
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,17,煤矿,0.050817700734345966
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,18,改性 技术,0.05034894723718884
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,19,油气 装备,0.050243645668831494
301161_5Y,301161,唯万密封,2022-2024,"2022,2023,2024",3,20,工程机械 行业,0.05016266318005816
301162_5Y,301162,国能日新,2022,2022,1,1,功率 预测,0.1738197866498679
301162_5Y,301162,国能日新,2022,2022,1,2,电力 交易,0.12628810034521634
301162_5Y,301162,国能日新,2022,2022,1,3,新能源 电站,0.11605280554048635
301162_5Y,301162,国能日新,2022,2022,1,4,预测 产品,0.11157537054233843
301162_5Y,301162,国能日新,2022,2022,1,5,虚拟 电厂,0.10871931655735054
301162_5Y,301162,国能日新,2022,2022,1,6,能量 管理系统,0.0990992177420818
301162_5Y,301162,国能日新,2022,2022,1,7,新能源 电力,0.09803219746395048
301162_5Y,301162,国能日新,2022,2022,1,8,功率,0.0950305148751899
301162_5Y,301162,国能日新,2022,2022,1,9,电厂,0.08948144837217781
301162_5Y,301162,国能日新,2022,2022,1,10,气象,0.08740853847844114
301162_5Y,301162,国能日新,2022,2022,1,11,电站 智能,0.08621301902789742
301162_5Y,301162,国能日新,2022,2022,1,12,并网,0.08606340110826534
301162_5Y,301162,国能日新,2022,2022,1,13,电站,0.08492683901750077
301162_5Y,301162,国能日新,2022,2022,1,14,新能源发电,0.08175826895507597
301162_5Y,301162,国能日新,2022,2022,1,15,预测 市场,0.08007002904353376
301162_5Y,301162,国能日新,2022,2022,1,16,源网,0.07901906764447843
301162_5Y,301162,国能日新,2022,2022,1,17,虚拟,0.07667150505979659
301162_5Y,301162,国能日新,2022,2022,1,18,电网,0.07492896882609369
301162_5Y,301162,国能日新,2022,2022,1,19,源网 荷储,0.07463218337088419
301162_5Y,301162,国能日新,2022,2022,1,20,荷储,0.07431780658083104
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,1,铸件,0.11442585020061859
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,2,高压 开关,0.11054416169567151
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,3,风电设备,0.10735712920579343
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,4,铸铁,0.10243130657824207
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,5,铸件 产品,0.09975194180197912
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,6,注塑机,0.09662192843487481
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,7,生产 技术改造,0.08091695199681316
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,8,浇注,0.07937518734532124
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,9,开关,0.07758960046400432
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,10,不同 要求,0.076216429453573
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,11,输变电,0.07499343251196942
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,12,铸造 材料,0.07463314981917515
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,13,丰富 制造,0.07445129063506205
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,14,电力设备,0.07434151782401276
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,15,高端 医疗器械,0.07242261531514059
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,16,铸造,0.07199410285288087
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,17,科学 绩效,0.07082392816110242
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,18,铝合金,0.06987561412613548
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,19,绩效 挂钩,0.06980603327581493
301163_5Y,301163,宏德股份,2022-2024,"2022,2023,2024",3,20,超募 资金,0.06974050389139662
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,1,网络安全 产品,0.1031658897296536
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,2,桌面,0.10219126354296307
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,3,网络设备,0.09117289751852165
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,4,无线 产品,0.08967170940421923
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,5,从事 通信,0.08933674382702468
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,6,交换机,0.08824231127204411
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,7,性能指标 从事,0.08327111801244882
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,8,关键技术 性能指标,0.08218663908882938
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,9,制造 关键技术,0.07729901898431564
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,10,网络安全,0.07697591170165191
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,11,设备 零部件,0.07673054862992522
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,12,教育 医疗,0.07501958348664112
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,13,安全 网关,0.07476441474187231
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,14,互联网 教育,0.07417446194592585
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,15,芯片 供应链,0.07370220529658317
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,16,IC 基础设施,0.0709922404335427
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,17,网络通信,0.07007019395547981
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,18,路由器,0.06808491536084815
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,19,客户 大多,0.06616995478403423
301165_5Y,301165,锐捷网络,2022-2024,"2022,2023,2024",3,20,技术 用户,0.06599411171531024
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,1,仪器 耗材,0.0860119092383212
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,2,抗体,0.07904426714313988
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,3,生命科学,0.07802311269379428
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,4,试剂 仪器,0.07259145465352691
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,5,服务 贯穿,0.06639432090524151
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,6,售后 环节,0.06611245777045281
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,7,试剂,0.06543249940221316
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,8,智能 供应链,0.06206373361610544
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,9,检测 试剂盒,0.06174777410113403
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,10,科研人员,0.06138014796857889
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,11,服务中心 建设,0.05937378803348996
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,12,试剂盒,0.05700123674368989
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,13,生命科学 研究,0.05632199382828366
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,14,售中 售后,0.05609376121688219
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,15,科研 产品,0.0556849189069731
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,16,线上 平台,0.055473937546591606
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,17,重组 蛋白,0.05514338907839686
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,18,耗材 产品,0.054297458682638716
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,19,综合 技术,0.05387477578449969
301166_5Y,301166,优宁维,2021-2024,"2021,2022,2023,2024",4,20,网络 信息化,0.05357070948254923
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,1,建筑设计,0.09748169971136975
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,2,建筑设计 业务,0.08704075434105572
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,3,建筑设计 行业,0.07942183871869825
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,4,及其 延伸,0.071726548269014
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,5,咨询 研发,0.07089198440889923
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,6,安徽省,0.07075052217021842
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,7,研发 及其,0.06505918972799123
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,8,信息系统 建设项目,0.06478422112657414
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,9,项目管理 服务,0.06398017327415313
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,10,源热泵,0.06360106278993466
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,11,总院,0.06288324066477095
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,12,校区,0.06284012219706683
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,13,全过程 工程咨询,0.06262263671796799
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,14,工程质量,0.06260345774824826
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,15,用于 发展,0.06189438694607256
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,16,装饰 设计,0.06063228189028346
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,17,设计 咨询,0.0598942781675185
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,18,省外 市场,0.05824891578056879
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,19,合肥市,0.05803288088339653
301167_5Y,301167,建研设计,2021-2024,"2021,2022,2023,2024",4,20,城乡规划,0.057384778958518956
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,1,接线盒,0.14263632255613345
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,2,光伏 接线盒,0.12117105593834
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,3,太阳能 光伏组件,0.11684009527023677
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,4,光伏组件,0.08445347101108971
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,5,属于 电气,0.08200559412229988
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,6,太阳能 光伏发电,0.0790034714321466
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,7,天合,0.07869072275250466
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,8,太阳能,0.07393190734916011
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,9,中国 光伏,0.07346968415314815
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,10,制造业 C38,0.07122814882016529
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,11,TUV,0.06906379695549553
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,12,太阳能 光伏,0.06834536125276311
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,13,器材 制造业,0.06612621913888359
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,14,经营 品牌,0.06606903804788729
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,15,经营 关键因素,0.06570887753445298
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,16,C38,0.06539544530944424
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,17,光伏 行业协会,0.06504796336900034
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,18,机械 器材,0.06461278946108569
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,19,汽车 内外,0.06375355851881116
301168_5Y,301168,通灵股份,2021-2024,"2021,2022,2023,2024",4,20,电气 机械,0.06169963166855936
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,1,数据 智能,0.08314810980104859
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,2,咨询 行业,0.08238080644830904
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,3,党政机关,0.08085484719471372
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,4,报告 业务,0.07935166452436264
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,5,技术 服务公司,0.07736399869300126
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,6,互联网 大数据,0.07702763543643124
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,7,研究 咨询,0.07697216418040186
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,8,支持 服务,0.07665170760014028
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,9,软件 业务,0.07342099459394263
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,10,决策分析,0.06980622793868206
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,11,热线,0.06959768700080332
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,12,技术 优秀,0.06664737329653732
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,13,或是,0.06636600343762859
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,14,技术 垂直,0.06636443588100738
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,15,算法 开发,0.06615347651434718
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,16,垂直 应用,0.06581918476914388
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,17,云计算 人工智能,0.06544691419725644
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,18,调查,0.06478650182530667
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,19,场景 深度,0.06455645669124085
301169_5Y,301169,零点有数,2021-2024,"2021,2022,2023,2024",4,20,商务 咨询,0.06433448315265505
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,1,压气机,0.14848561828466028
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,2,涡轮 增压器,0.13576778078253868
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,3,涡轮,0.13452721989157423
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,4,增压器,0.13217179663457562
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,5,康明斯,0.0990812770557654
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,6,壳体,0.09656034288475115
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,7,轻量化 零部件,0.09452552531518404
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,8,增压,0.09025835901135579
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,9,经营 关键因素,0.08299214318748735
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,10,汽车 轻量化,0.08279198408896843
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,11,江苏省 工业,0.07814085917587407
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,12,获得 江苏省,0.07509315801402877
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,13,致力于 汽车,0.07499105197464236
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,14,跟随 客户,0.0744810532204102
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,15,江苏省,0.07283562758044672
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,16,新能源汽车 电机,0.07240132663687923
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,17,轻量化,0.06794200967529808
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,18,零部件 客户,0.06678068401696871
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,19,产品 同步,0.06646466152680928
301170_5Y,301170,锡南科技,2023-2024,"2023,2024",2,20,精密 零部件,0.06646466152680928
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,1,互联网 广告,0.12975829328737823
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,2,广告行业,0.11299656107433115
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,3,广告主,0.10688103632798744
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,4,广告,0.09660738630141476
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,5,互联网 媒体,0.09515966181849853
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,6,广告 服务,0.09193792017716065
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,7,媒体 资源,0.08585993063455347
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,8,账户 管理,0.07732569732117939
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,9,营销 经验,0.07118627546935426
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,10,服务 技术水平,0.07118627546935426
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,11,出海,0.0710558749073114
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,12,营销 效果,0.06770200586979105
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,13,可能 丧失,0.06618090349931727
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,14,积累 竞争,0.0658323613387364
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,15,力量 建设,0.06549488589808121
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,16,互联网 产业,0.06454234597212222
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,17,竞价,0.06441557491756371
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,18,具备 技术实力,0.06424290128233433
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,19,加剧 业务,0.06339208063527316
301171_5Y,301171,易点天下,2022-2024,"2022,2023,2024",3,20,成长型,0.06339208063527316
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,1,智慧 民生,0.10973245612822904
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,2,管廊,0.10118236237434328
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,3,城市 行业,0.0977072614193139
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,4,智慧 楼宇,0.08589247025388287
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,5,综合 管廊,0.08296423477210936
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,6,场馆,0.08266560694034346
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,7,智慧 城市,0.08223615343555692
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,8,治理 服务,0.07838125239961492
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,9,城市 治理,0.07798428715195767
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,10,城市 数据,0.07648061758035443
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,11,系统集成 服务,0.07462807061359358
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,12,服务 运维,0.0733808067142378
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,13,智能 视频,0.07161394047909238
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,14,智能 数字,0.07139090408714405
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,15,数字 底座,0.07053563594129535
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,16,提供 系统集成,0.07003995653280785
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,17,开发 系统集成,0.06850764933271958
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,18,智慧 金融,0.06824881087153097
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,19,服务 智慧,0.06773139323131379
301172_5Y,301172,君逸数码,2023-2024,"2023,2024",2,20,一体 智慧,0.06693704576082782
301173_5Y,301173,毓恬冠佳,2024,2024,1,1,汽车 天窗,0.24546199086306644
301173_5Y,301173,毓恬冠佳,2024,2024,1,2,天窗,0.23249115101459297
301173_5Y,301173,毓恬冠佳,2024,2024,1,3,经营 关键因素,0.10731924168579361
301173_5Y,301173,毓恬冠佳,2024,2024,1,4,制造商 拥有,0.10081688603495197
301173_5Y,301173,毓恬冠佳,2024,2024,1,5,汽车零部件 行业,0.10053510345988448
301173_5Y,301173,毓恬冠佳,2024,2024,1,6,接洽,0.09892210618344764
301173_5Y,301173,毓恬冠佳,2024,2024,1,7,产品 汽车,0.09678045323203185
301173_5Y,301173,毓恬冠佳,2024,2024,1,8,整车厂,0.09205302261073102
301173_5Y,301173,毓恬冠佳,2024,2024,1,9,前期 技术,0.09038074333451433
301173_5Y,301173,毓恬冠佳,2024,2024,1,10,生产 一体,0.09007743603749988
301173_5Y,301173,毓恬冠佳,2024,2024,1,11,直接参与,0.08864194644941563
301173_5Y,301173,毓恬冠佳,2024,2024,1,12,运动,0.08577644508912183
301173_5Y,301173,毓恬冠佳,2024,2024,1,13,不断加强 产品,0.08454897829581272
301173_5Y,301173,毓恬冠佳,2024,2024,1,14,汽车零部件,0.08434496799207107
301173_5Y,301173,毓恬冠佳,2024,2024,1,15,方案 设计,0.08412992380468012
301173_5Y,301173,毓恬冠佳,2024,2024,1,16,关键因素,0.08364714497091172
301173_5Y,301173,毓恬冠佳,2024,2024,1,17,产品 前期,0.08236974877588042
301173_5Y,301173,毓恬冠佳,2024,2024,1,18,资源 丰富,0.07816362319016257
301173_5Y,301173,毓恬冠佳,2024,2024,1,19,全景,0.07603738257650686
301173_5Y,301173,毓恬冠佳,2024,2024,1,20,汽车,0.07429622406916127
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,1,生活 垃圾焚烧,0.11066291922619739
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,2,飞灰,0.10945787003401276
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,3,垃圾焚烧,0.10710967557817781
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,4,烟气 净化,0.10453364133831493
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,5,危废处理,0.09181506145167878
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,6,焚烧,0.08680966573005162
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,7,垃圾焚烧 发电,0.0866128974193115
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,8,烟气,0.08240528888368044
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,9,垃圾,0.08096328740360476
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,10,燃烧,0.07833418501674178
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,11,废物,0.07408636821039635
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,12,中国科学院,0.07407245835387048
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,13,生活 垃圾,0.0736084592125601
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,14,资源化,0.07267981967415285
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,15,垃圾处理,0.06720436914039637
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,16,装备 销售,0.06604010577121368
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,17,无害化,0.06546076625049833
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,18,证券 交易所,0.0653881129786108
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,19,难点 痛点,0.06505668464691372
301175_5Y,301175,中科环保,2022-2024,"2022,2023,2024",3,20,特许 经营,0.06467320272794563
301176_5Y,301176,逸豪新材,2022-2024,"2022,2023,2024",3,1,电子电路 铜箔,0.13169734926277615
301176_5Y,301176,逸豪新材,2022-2024,"2022,2023,2024",3,2,铜箔,0.11589916284817948
301176_5Y,301176,逸豪新材,2022-2024,"2022,2023,2024",3,3,铜板,0.10072927928955078
301176_5Y,301176,逸豪新材,2022-2024,"2022,2023,2024",3,4,电子电路,0.09518827934920335
301176_5Y,301176,逸豪新材,2022-2024,"2022,2023,2024",3,5,锂电 铜箔,0.09441019055793114
301176_5Y,301176,逸豪新材,2022-2024,"2022,2023,2024",3,6,PCB,0.0896585818276171
301176_5Y,301176,逸豪新材,2022-2024,"2022,2023,2024",3,7,铜箔 铜板,0.08403950061864153
301176_5Y,301176,逸豪新材,2022-2024,"2022,2023,2024",3,8,铜箔 行业,0.08275054530050975
301176_5Y,301176,逸豪新材,2022-2024,"2022,2023,2024",3,9,PCB 产品,0.08213021283672312
301176_5Y,301176,逸豪新材,2022-2024,"2022,2023,2024",3,10,铝基,0.08202261350326484
301176_5Y,301176,逸豪新材,2022-2024,"2022,2023,2024",3,11,PCB 产业链,0.07887826350971125
301176_5Y,301176,逸豪新材,2022-2024,"2022,2023,2024",3,12,电解 铜箔,0.07786351726045783
