code,shortname,accper,typrep,总资产利润率ROA,权益资本利润率ROE,息税前利润EBIT,息税折旧摊销前收入EBITDA,投入资本利润率ROIC,营业利润率,销售利润率,EBITDA利润率,总资产盈利能力,应收账款周转率,应收账款周转天数,存货周转率,存货周转天数,应付账款周转率,营运资本周转率,固定资产周转率,总资产周转率,流动比率,速动比率,现金比率,营运资本,利息保障倍数,现金流利息保障倍数,资产负债率,长期负债权益比率,营运资本需求量比率,营运资本周转天数,销售创现率,利润创现率_净利润,利润创现率_息税前利润,总资产创现率,每股分红,总资产负债率,每股收益,每股净资产,市盈率,权益资产比,权益负债比,每股经营现金流,stock_code_norm,company_name,model_level1_code,model_level2_code,model_level3_code,industry_code
603583,捷昌驱动,2019,A,0.130494,0.16045,319701664.2,365348424.2,0.149026,0.231516,0.20145227,0.25952265,0.14710669,9.738574,37.47982,3.209577,113.722151,3.710166,1.186672,4.011321,0.647768,4.005749,3.290401,2.696017,1186318617,,,0.186696,0.006256,0.54586953,307.58289,0.15769541,0.78279299,0.69439429,0.10215005,0.499999,0.186696,1.597723,9.957781,27.870914,0.81330568,4.356293,1.2506864,,,,,,
603583,捷昌驱动,2020,A,0.09587,0.112916,465363500.8,517535601.3,0.106622,0.25407,0.21619958,0.27701268,0.11045346,12.741541,28.72494,2.93924,124.521985,3.637643,0.682236,3.26322,0.443433,5.369675,4.754123,1.858939,2738458192,,,0.150962,0.00261,0.64996976,535.00549,0.26475462,1.2245843,1.0628985,0.11740083,0.4,0.150962,1.480533,13.111818,52.177168,0.84904057,5.624205,1.8130375,,,,,,
603583,捷昌驱动,2021,A,0.041327,0.072336,249687370.9,375513194,0.040993,0.106411,0.10196752,0.14240269,0.038375776,6.347676,57.50136,2.331223,156.570178,3.624396,1.428049,2.199651,0.405292,1.979162,1.541016,0.728297,1846561316,,,0.428685,0.243013,0.28380778,255.59348,0.052515324,0.51502013,0.55462116,0.021284018,0.22,0.428685,0.704046,9.733021,70.492532,0.57131433,1.332717,0.36259785,,,,,,
603583,捷昌驱动,2022,A,0.047229,0.081575,261439889.6,445200241.1,0.035569,0.121711,0.10777019,0.14807472,0.03810684,7.365426,49.555857,2.738704,133.274717,5.094811,1.868353,2.115634,0.438233,1.725904,1.363812,0.739608,1609220835,,,0.421043,0.169132,0.23455611,195.35922,0.10623751,0.98577827,1.2217448,0.046556834,0.26,0.421043,0.843306,10.337783,30.309278,0.57895833,1.375055,0.83131272,,,,,,
603583,捷昌驱动,2023,A,0.03048,0.049524,219129494,426594182.2,0.034096,0.072537,0.067393653,0.14060496,0.032665446,6.702497,54.457316,2.903147,125.725635,4.789024,1.455906,1.915303,0.452274,1.924429,1.596016,0.916749,2083920078,,,0.384533,0.078786,0.31064817,250.703,0.22263095,3.303441,3.0824709,0.10069028,0.17,0.384533,0.531654,10.735263,37.674866,0.61546797,1.600554,1.7562877,,,,,,
603583,捷昌驱动,2024,A,0.04332,0.065064,317067850.9,532744816.6,0.047645,0.091125,0.077034272,0.1458769,0.048823442,6.034008,60.656201,2.882448,126.975404,4.0724,1.894637,2.200122,0.562353,1.986987,1.530074,0.969641,1927554209,,,0.334186,0.050254,0.29681292,192.64905,0.13934445,1.8088632,1.6049821,0.078360751,0.3,0.334186,0.73367,11.276142,33.680011,0.6658144,1.992345,1.3271086,,,,,,
603585,苏利股份,2019,A,0.142927,0.160785,461787023.5,522630072.5,0.147529,0.268081,0.2250625,0.28833082,0.16178948,6.616008,55.16922,5.41223,67.439854,6.817545,1.180599,4.781985,0.635056,5.98815,5.298313,4.002169,1535326620,,,0.111068,0.003634,0.53790963,309.1651,0.26830569,1.1921386,1.053153,0.17038907,0.600001,0.111068,2.266386,14.09573,9.274676,0.88892841,8.003506,2.7018461,603585,苏利股份,L1_002,L1_002_S07,L1_002_S07_S01,L1_002_S07_S01
603585,苏利股份,2020,A,0.071381,0.086901,246094315.1,334527311.8,0.078976,0.167431,0.14051983,0.21463183,0.080206826,5.883641,62.206379,5.159778,70.933284,4.630027,1.21445,1.892102,0.507981,3.389237,2.978383,1.985743,1283387651,,,0.178594,0.004292,0.41828051,300.54758,0.10846702,0.77189833,0.68696338,0.055099156,0.3,0.178594,1.216753,14.001533,15.286581,0.82140923,4.599291,0.93920958,603585,苏利股份,L1_002,L1_002_S07,L1_002_S07_S01,L1_002_S07_S01
603585,苏利股份,2021,A,0.072759,0.10435,314493450.1,425083336.2,0.080686,0.143196,0.1229285,0.18549237,0.081226408,8.183947,44.599507,4.496047,81.182425,6.396408,1.829097,2.492932,0.59188,2.085905,1.748268,0.847147,1252885599,,,0.302743,0.006814,0.32359147,199.55202,0.13789387,1.1217405,1.0048041,0.081616633,0.4,0.302743,1.56505,14.998041,12.255202,0.6972577,2.303128,1.7555798,603585,苏利股份,L1_002,L1_002_S07,L1_002_S07_S01,L1_002_S07_S01
603585,苏利股份,2022,A,0.073176,0.116355,413544729.7,540601176.8,0.070644,0.145517,0.12345024,0.17161012,0.077814966,8.988643,40.606797,6.953892,52.488592,8.996417,1.483691,3.658561,0.592754,3.006414,2.673853,1.619485,2123198772,,,0.3711,0.273465,0.39951333,246.0081,0.16489366,1.3357095,1.256075,0.097741425,0.55,0.3711,2.160473,18.567933,8.206535,0.62889916,1.694689,2.8857641,603585,苏利股份,L1_002,L1_002_S07,L1_002_S07_S01,L1_002_S07_S01
603585,苏利股份,2023,A,0.002495,0.004426,12705954.12,151565497,0.001358,0.012301,0.007247975,0.077400081,0.002233752,7.611618,47.953011,4.785896,76.265761,2.886379,1.656924,1.513167,0.34426,1.897929,1.631479,0.838664,1181833317,,,0.436219,0.363316,0.20777047,220.28772,0.11049924,15.245534,17.029854,0.038040467,0.05,0.436219,0.078849,17.8158,181.485334,0.56378049,1.292426,1.202095,603585,苏利股份,L1_002,L1_002_S07,L1_002_S07_S01,L1_002_S07_S01
603585,苏利股份,2024,A,-0.004837,-0.008707,20816011.16,257873573.4,0.00195,-0.006685,-0.012027991,0.11168325,0.003625301,4.897389,74.7337,4.790494,76.401306,3.271192,2.488303,0.786286,0.402129,1.777364,1.422862,0.248857,927930823.2,0.554144,-1.11075,0.444511,0.425966,0.16160773,146.68631,-0.018070582,1.5023775,-2.0044417,-0.007266704,,0.444511,-0.151057,17.348299,,0.55548769,1.249661,-0.22694463,603585,苏利股份,L1_002,L1_002_S07,L1_002_S07_S01,L1_002_S07_S01
603586,金麒麟,2019,A,0.072361,0.092832,259010061.9,358020794.7,0.084119,0.153363,0.12523176,0.22071704,0.092264816,4.343847,84.026901,4.004801,91.140608,7.737598,1.275474,2.42385,0.577819,3.905685,3.260811,1.944882,1271747418,26.224436,26.706294,0.22051,0.082876,0.45302311,286.16812,0.16261168,1.298486,1.0183744,0.093960129,0.6,0.22051,0.997042,10.740321,17.943081,0.77949005,3.534932,1.2946451,603586,金麒麟,L1_001,L1_001_S01,L1_001_S01_S04,L1_001_S01_S04
603586,金麒麟,2020,A,0.062458,0.075126,221295542,327064158.4,0.082328,0.147897,0.12674668,0.25417227,0.084745437,4.041096,90.569489,4.063032,90.080511,5.712642,1.206686,1.658494,0.492775,3.560916,3.015037,1.73564,1066376735,7.387768,11.719929,0.168631,0.011027,0.40837047,302.48135,0.27282214,2.1524992,1.5863966,0.13443987,0.7,0.168631,0.800866,10.660284,18.554917,0.83137268,4.930125,1.7238635,603586,金麒麟,L1_001,L1_001_S01,L1_001_S01_S04,L1_001_S01_S04
603586,金麒麟,2021,A,-0.018466,-0.025326,-82283083.99,28542388.09,-0.022964,-0.054653,-0.036414217,0.02048838,-0.029951643,3.682867,99.10757,3.610731,101.087564,6.102602,1.330763,1.756239,0.507099,2.825685,2.249697,1.276876,1046844340,,,0.270897,0.085277,0.38105899,274.27875,0.059542317,-1.6351392,-1.0080867,0.030193852,,0.270897,-0.249332,9.844698,,0.72910213,2.691437,0.40769252,603586,金麒麟,L1_001,L1_001_S01,L1_001_S01_S04,L1_001_S01_S04
603586,金麒麟,2022,A,0.067835,0.087048,157462619.1,274438684.8,0.050619,0.119654,0.10567287,0.15006173,0.055270374,3.586381,101.773905,4.326993,84.354192,8.104718,1.546358,2.595155,0.641934,2.931381,2.383564,1.389624,1182674892,,,0.220714,0.007413,0.41512635,236.03848,0.068348221,0.64679062,0.79382563,0.043875039,0.5,0.220714,0.985748,11.32423,13.370558,0.77928352,3.530741,0.63757253,603586,金麒麟,L1_001,L1_001_S01,L1_001_S01_S04,L1_001_S01_S04
603586,金麒麟,2023,A,0.050642,0.05901,156624927.9,270588847.5,0.052062,0.104764,0.083064653,0.16873109,0.059544757,3.120692,116.961238,3.420987,106.694355,7.080068,1.2244,2.453535,0.609674,4.658302,3.673788,2.022612,1309759273,,,0.141807,0.006637,0.49793667,298.10519,0.13618407,1.6394949,1.394377,0.08302784,0.45,0.141807,0.679451,11.514078,23.54843,0.85819232,6.051821,1.1139565,603586,金麒麟,L1_001,L1_001_S01,L1_001_S01_S04,L1_001_S01_S04
603586,金麒麟,2024,A,0.033807,0.040496,111293187.8,218451198.3,0.040333,0.064608,0.052993316,0.12559873,0.040821347,2.577085,142.020927,3.474819,105.329227,5.870558,1.210843,3.009163,0.637952,4.799703,3.741453,1.766846,1436419909,26.416484,10.035551,0.165166,0.03175,0.52686596,301.44287,0.024308914,0.45871663,0.3798973,0.015507919,0.4,0.165166,0.470129,11.609369,30.778769,0.83483607,5.054531,0.21565598,603586,金麒麟,L1_001,L1_001_S01,L1_001_S01_S04,L1_001_S01_S04
603587,地素时尚,2019,A,0.159092,0.18859,788110419.9,854331576.5,0.169455,0.337081,0.26251435,0.35920185,0.20081411,38.428401,9.498183,1.870416,195.143754,3.70774,0.917123,4.356631,0.606031,5.390804,4.852634,4.442518,2593346377,,,0.156412,0.007013,0.6607964,397.9837,0.30488402,1.1613994,0.92010093,0.18476926,1,0.156412,1.557029,8.256178,16.300279,0.84358996,5.393388,1.8083324,603587,地素时尚,L1_020,L1_020_S01,L1_020_S01_S02,L1_020_S01_S02
603587,地素时尚,2020,A,0.15367,0.183064,779694094.7,855727375.3,0.161391,0.310855,0.24563792,0.33372483,0.19022593,38.973992,9.390878,1.936777,188.973743,5.752694,0.936022,4.442174,0.625594,5.307105,4.819936,2.871781,2739433623,,,0.160571,0.006428,0.6683535,389.94809,0.28228465,1.1491899,0.9283461,0.17659549,0.8,0.160571,1.308931,7.150116,14.569143,0.83942616,5.227789,1.5042104,603587,地素时尚,L1_020,L1_020_S01,L1_020_S01_S02,L1_020_S01_S02
603587,地素时尚,2021,A,0.146963,0.183464,879880820.3,956103754.1,0.165628,0.300597,0.23794995,0.32996404,0.18754621,47.46282,7.69023,2.097906,173.98301,6.586457,0.989122,5.283495,0.617622,4.451221,4.070293,2.444383,2929467878,,,0.198954,0.022506,0.6244148,369.01413,0.30157742,1.2673986,0.99314672,0.18626089,0.999999,0.198954,1.432842,7.809937,13.372022,0.80104458,4.026292,1.8159819,603587,地素时尚,L1_020,L1_020_S01,L1_020_S01_S02,L1_020_S01_S02
603587,地素时尚,2022,A,0.088194,0.106486,452620876.3,528296543,0.0904,0.180513,0.16020299,0.22008948,0.10380667,37.354685,9.771197,1.566682,232.976443,6.530482,0.839959,4.620401,0.550515,5.12427,4.579405,2.85175,2857724507,,,0.17178,0.015534,0.65540695,434.54501,0.20678957,1.2907971,1.0966613,0.11384076,0.7,0.17178,0.799344,7.506542,19.040603,0.82821906,4.821403,1.031791,603587,地素时尚,L1_020,L1_020_S01,L1_020_S01_S02,L1_020_S01_S02
603587,地素时尚,2023,A,0.106619,0.131795,610265545.7,685757288,0.110538,0.252407,0.18635368,0.25889167,0.13181461,33.451228,10.911408,1.744084,209.278911,10.662572,0.881296,5.477146,0.572133,4.915756,4.410379,3.227809,3005597441,,,0.191022,0.031189,0.64919549,414.16278,0.26539326,1.4241376,1.1519229,0.15184027,0.800001,0.191022,1.034,7.845531,12.678921,0.80897641,4.235011,1.4725581,603587,地素时尚,L1_020,L1_020_S01,L1_020_S01_S02,L1_020_S01_S02
603587,地素时尚,2024,A,0.069023,0.08268,359241185.9,438270433.8,0.067101,0.18242,0.13678792,0.19752425,0.081697732,34.084935,10.737882,1.329044,275.385916,7.407781,0.748333,4.917555,0.504598,5.668692,5.007307,3.59848,2965015914,,,0.165177,0.024852,0.6742965,487.75076,0.18011181,1.316723,1.1124432,0.090884089,0.5,0.165177,0.636216,7.694947,19.8046,0.83482212,5.054125,0.83772027,603587,地素时尚,L1_020,L1_020_S01,L1_020_S01_S02,L1_020_S01_S02
603588,高能环境,2019,A,0.042239,0.132178,706900501.4,819391242.8,0.070449,0.111517,0.095332578,0.1614441,0.061710183,10.040254,36.353662,1.653105,220.796622,2.048775,9.685817,6.735748,0.443065,1.132495,0.536155,0.178666,524001916.1,4.886276,5.437719,0.680442,1.048926,0.045743715,37.683968,0.15499863,1.6258726,1.1128553,0.068674505,0.07,0.680442,0.717799,5.430552,13.234902,0.31955823,0.469634,1.1670498,603588,高能环境,L1_005,L1_005_S03,L1_005_S03_S02,L1_005_S03_S02
603588,高能环境,2020,A,0.041265,0.119363,927355302.3,1144196338,0.070216,0.106205,0.093270026,0.16760527,0.060099825,7.858605,46.573151,4.383115,83.502258,2.153846,9.541174,7.021011,0.442425,1.136636,0.908085,0.230391,715502407.4,4.447147,5.221449,0.654288,0.91093,0.046370111,38.255249,0.15949343,1.7100182,1.1741121,0.070563927,0.07,0.654288,0.786402,6.588351,17.828021,0.34571213,0.528378,1.3447616,603588,高能环境,L1_005,L1_005_S03,L1_005_S03_S02,L1_005_S03_S02
603588,高能环境,2021,A,0.047918,0.133687,1166277866,1518303625,0.077495,0.116085,0.10612078,0.1939885,0.06728486,5.666993,64.408056,4.751828,76.812545,2.741948,11.344784,6.183546,0.451542,1.099579,0.919785,0.092011,689900451.2,4.140115,2.154471,0.641566,0.674783,0.039801713,32.173374,0.077543885,0.73071349,0.52038908,0.035014305,0.07,0.641566,0.780594,5.838961,22.508495,0.35843322,0.558685,0.57039058,603588,高能环境,L1_005,L1_005_S03,L1_005_S03_S02,L1_005_S03_S02
603588,高能环境,2022,A,0.032849,0.07684,1167405901,1638447209,0.056302,0.095211,0.084834933,0.18673393,0.051518057,5.007278,72.893896,2.542472,143.56107,2.602685,3.88185,4.427245,0.38721,1.282867,0.952741,0.150394,2260323090,3.449009,-1.317415,0.572501,0.514307,0.099748902,94.027336,-0.050820731,-0.59905428,-0.38196909,-0.019678306,0.05,0.572501,0.48794,6.350091,20.166417,0.4274984,0.746722,-0.29230255,603588,高能环境,L1_005,L1_005_S03,L1_005_S03_S02,L1_005_S03_S02
603588,高能环境,2023,A,0.019045,0.050193,996479686.7,1547809758,0.041404,0.053379,0.048028961,0.14629075,0.037345242,5.819207,62.723323,1.754568,208.028415,3.097613,5.420913,2.921719,0.396522,1.174927,0.732962,0.115925,1951768309,2.281117,-2.180632,0.620574,0.533482,0.07314676,67.331833,-0.090033166,-1.87456,-0.95594919,-0.035700154,0.1,0.620574,0.330544,6.585443,19.785594,0.379426,0.611411,-0.61962456,603588,高能环境,L1_005,L1_005_S03,L1_005_S03_S02,L1_005_S03_S02
603588,高能环境,2024,A,0.019896,0.054823,1058612392,1679700048,0.042118,0.042771,0.037416525,0.11584502,0.038822841,6.671701,54.858574,2.402069,152.368646,4.471159,5.640866,3.527955,0.531747,1.227128,0.770718,0.126404,2570446615,2.34854,1.684978,0.637082,0.611829,0.094266832,64.706375,0.052381624,1.3999597,0.71745777,0.02785375,0.4,0.637082,0.356165,6.496688,14.712288,0.36291844,0.569658,0.49861664,603588,高能环境,L1_005,L1_005_S03,L1_005_S03_S02,L1_005_S03_S02
603589,口子窖,2019,A,0.181049,0.245332,2259006658,2394234046,0.224924,0.487558,0.3681879,0.51245505,0.23775698,1233.490663,0.295908,0.501265,728.157761,5.18499,1.032888,2.874948,0.49173,2.912999,1.92649,0.610192,4523323054,,,0.262024,0.017835,0.47607279,353.37811,0.2776114,0.75399387,0.57415694,0.13650982,1.499999,0.262024,2.867009,11.686256,19.152363,0.7379747,2.816449,2.1617072,603589,口子窖,L1_007,L1_007_S07,L1_007_S07_S01,L1_007_S07_S01
603589,口子窖,2020,A,0.130093,0.176242,1653162805,1806922099,0.16061,0.420608,0.31804928,0.45047545,0.16858038,2557.266739,0.143122,0.345877,1058.179642,3.738401,0.955898,2.213578,0.409034,2.728941,1.542593,0.581505,4196207540,,,0.261851,0.019448,0.42790598,381.8399,0.12433684,0.39093575,0.30168414,0.050858028,1.200001,0.261851,2.126236,12.064274,32.404681,0.73814905,2.818961,0.8312217,603589,口子窖,L1_007,L1_007_S07,L1_007_S07_S01,L1_007_S07_S01
603589,口子窖,2021,A,0.156568,0.209359,2353731927,2532643791,0.191762,0.469513,0.3434532,0.50364804,0.21337636,2219.344465,0.164463,0.370612,984.857479,6.407137,1.194709,2.473556,0.455865,2.606497,1.254913,0.667593,4209058074,,,0.252154,0.019572,0.38157001,305.51373,0.1562172,0.45484275,0.3337481,0.071213953,1.499999,0.252154,2.87848,13.749022,24.62063,0.74784809,2.965836,1.3092557,603589,口子窖,L1_007,L1_007_S07,L1_007_S07_S01,L1_007_S07_S01
603589,口子窖,2022,A,0.13439,0.174091,2060981862,2265764045,0.15907,0.409081,0.30187362,0.44123051,0.17867579,1559.414976,0.234062,0.315098,1158.369777,3.269715,1.196876,2.0165,0.445185,2.749657,1.032457,0.647918,4290422232,,,0.228049,0.020029,0.37195602,304.96057,0.16146332,0.53487056,0.4022989,0.071881078,1.5,0.228049,2.583587,14.840445,22.32168,0.77195042,3.385022,1.3818847,603589,口子窖,L1_007,L1_007_S07,L1_007_S07_S01,L1_007_S07_S01
603589,口子窖,2023,A,0.137344,0.176551,2316103715,2586263043,0.163863,0.390127,0.2887091,0.4337981,0.18480907,1091.950871,0.334264,0.291895,1250.449648,4.093636,1.194789,2.014026,0.475719,2.92774,0.970221,0.541322,4989924843,,,0.222068,0.019956,0.39816153,305.49329,0.15274978,0.52907842,0.39319465,0.072665945,1.5,0.222068,2.86876,16.248944,15.790792,0.77793163,3.503128,1.5177991,603589,口子窖,L1_007,L1_007_S07,L1_007_S07_S01,L1_007_S07_S01
603589,口子窖,2024,A,0.121186,0.15743,2269645747,2583734856,0.147806,0.378994,0.27520463,0.42956963,0.16616549,421.87504,0.867555,0.261112,1401.697356,4.061713,1.089259,1.904255,0.440349,2.877035,0.887185,0.622822,5521832974,,,0.230221,0.019287,0.40426487,335.09018,0.2426136,0.88157529,0.64294142,0.10683467,1.3,0.230221,2.758791,17.52395,14.223621,0.76978147,3.34365,2.4320819,603589,口子窖,L1_007,L1_007_S07,L1_007_S07_S01,L1_007_S07_S01
603590,康辰药业,2019,A,0.083835,0.097537,236824993.3,271490412.6,0.071671,0.280987,0.24962381,0.25469947,0.074617743,4.932782,73.994756,4.045444,90.224954,0.251126,0.602805,3.508689,0.335847,6.356836,6.313656,4.741631,1768272961,,,0.140475,0.04243,0.55713946,605.50262,0.24580018,0.9846825,1.106321,0.082551174,0.5,0.140475,1.663001,17.049988,20.998185,0.85952741,6.118718,1.6375279,603590,康辰药业,L1_004,L1_004_S04,L1_004_S04_S01,L1_004_S04_S01
603590,康辰药业,2020,A,0.048434,0.059455,159845873.1,189884429.3,0.042044,0.25997,0.22674379,0.23481834,0.042224031,4.628723,79.071485,1.745574,209.67315,0.546652,0.666526,2.87848,0.213607,3.038946,2.981903,1.865002,1213222752,,,0.185364,0.034599,0.32047844,547.61554,0.072226495,0.31853792,0.36538646,0.01542809,0.35,0.185364,1.145969,19.274601,32.269642,0.81463742,4.394794,0.36503458,603590,康辰药业,L1_004,L1_004_S04,L1_004_S04_S01,L1_004_S04_S01
603590,康辰药业,2021,A,0.049666,0.053486,165464038.8,197335966.4,0.044679,0.237464,0.20677367,0.24369016,0.049079895,3.460757,105.468254,2.249208,162.279345,2.262797,1.021088,3.104131,0.240197,6.124084,5.820275,3.849496,793057982.8,,,0.071409,0.027462,0.23523663,357.46185,0.087569848,0.42350581,0.42856747,0.021034045,0.3,0.071409,1.04651,19.566111,31.046041,0.92859131,13.003844,0.44320306,603590,康辰药业,L1_004,L1_004_S04,L1_004_S04_S01,L1_004_S04_S01
603590,康辰药业,2022,A,0.036176,0.038837,122455608.8,155040368.6,0.032514,0.16234,0.1429459,0.1788805,0.035755541,3.132116,116.534637,3.410356,107.02695,2.60254,1.026502,3.527873,0.253073,5.89866,5.684041,1.933871,844348580.3,,,0.068522,0.019533,0.24653947,355.57651,0.1380948,0.96606344,0.97741824,0.034948118,0.2,0.068522,0.774343,19.938284,32.207941,0.93148029,13.593779,0.7480644,603590,康辰药业,L1_004,L1_004_S04,L1_004_S04_S01,L1_004_S04_S01
603590,康辰药业,2023,A,0.049611,0.055785,111273816.5,147904718,0.049422,0.155741,0.20387968,0.16076393,0.029431148,3.485402,104.722497,2.084912,175.067341,1.217944,1.014828,4.18972,0.243337,3.803355,3.653482,0.702627,906568729.3,,,0.110674,0.028269,0.2397811,359.66687,0.21668586,1.0628124,1.7915585,0.052727621,0.3,0.110674,1.172323,21.014874,32.482511,0.88932365,8.035545,1.2459595,603590,康辰药业,L1_004,L1_004_S04,L1_004_S04_S01,L1_004_S04_S01
603590,康辰药业,2024,A,0.005493,0.006284,33534368.48,65298103.01,0.00436,0.047356,0.026085053,0.079111069,0.008555365,3.288263,111.304966,1.189853,307.601023,1.170671,1.12474,4.144114,0.210577,3.080782,2.875546,0.538664,733856821.8,,,0.125909,0.041108,0.18722323,324.51944,0.20868142,8.0000381,5.1363778,0.043943584,0.599999,0.125909,0.135109,21.499998,174.081261,0.87408769,6.942231,1.0808772,603590,康辰药业,L1_004,L1_004_S04,L1_004_S04_S01,L1_004_S04_S01
603595,东尼电子,2019,A,-0.078748,-0.139923,-126325042.7,-63239687.38,-0.071486,-0.235542,-0.22464237,-0.095703185,-0.067015231,2.033677,179.477862,3.679333,99.202763,2.665535,2.969474,1.293045,0.350548,1.336932,1.137292,0.245804,222527549.8,-4.321525,0.87654,0.437207,0.154298,0.11805051,122.91739,0.038775794,-0.17261122,-0.20283113,0.013592775,,0.437207,-0.693293,4.9548,,0.56279373,1.287245,0.11967015,603595,东尼电子,L1_008,L1_008_S04,L1_008_S04_S01,L1_008_S04_S01
603595,东尼电子,2020,A,0.021595,0.043137,77637691.79,155030023.7,0.042218,0.059314,0.051538683,0.16703956,0.035051238,1.736247,210.7995,3.273158,111.818617,2.2082,3.797532,1.050112,0.419013,1.354894,1.029612,0.136283,244396536.7,3.032618,4.108284,0.499373,0.376465,0.11033817,96.115059,0.11332321,2.1987991,1.3546988,0.047483873,0.02247,0.499373,0.224648,5.20782,89.295233,0.50062579,1.002509,0.49395582,603595,东尼电子,L1_008,L1_008_S04,L1_008_S04_S01,L1_008_S04_S01
603595,东尼电子,2021,A,0.010213,0.020896,78202551.36,193378975.5,0.031828,0.020247,0.02495428,0.14441927,0.023903321,2.184278,167.103272,3.294135,110.802988,2.908235,5.803591,1.384463,0.409281,1.194766,0.91668,0.289275,230721102.3,1.530028,0.545197,0.511238,0.305164,0.07052201,62.892097,0.020810917,0.83396184,0.35633165,0.00851751,0.01438,0.511238,0.143752,6.879307,256.90076,0.48876095,0.956035,0.11988368,603595,东尼电子,L1_008,L1_008_S04,L1_008_S04_S01,L1_008_S04_S01
603595,东尼电子,2022,A,0.017881,0.038634,107293423,255245460.7,0.033555,0.033146,0.04055937,0.13515134,0.025045978,2.616048,139.523434,2.75467,132.50226,3.789846,4.639398,1.268105,0.440862,1.321501,0.884629,0.073711,407076468.2,2.347933,-3.642146,0.537165,0.521991,0.095025659,78.674004,-0.088126615,-2.1727808,-1.5512139,-0.038851667,0.04649,0.537165,0.329544,8.529951,182.46415,0.46283439,0.861627,-0.71602684,603595,东尼电子,L1_008,L1_008_S04,L1_008_S04_S01,L1_008_S04_S01
603595,东尼电子,2023,A,-0.156916,-0.464847,-854087121.9,-629189701.9,-0.164903,-0.534366,-0.45300305,-0.34262294,-0.16110303,2.473372,147.571817,3.151118,115.831905,2.007844,,1.002829,0.346391,0.688755,0.484229,0.064658,-773923261,-6.743626,-2.680901,0.662434,0.572951,-0.14598204,,-0.18489462,0.40815315,0.3975459,-0.064045854,,0.662434,-3.578913,7.699126,,0.33756527,0.509583,-1.4607447,603595,东尼电子,L1_008,L1_008_S04,L1_008_S04_S01,L1_008_S04_S01
603595,东尼电子,2024,A,-0.007496,-0.021774,13168688.8,265453223.7,0.015877,-0.07383,-0.019253274,0.13401634,0.002588294,3.515091,104.122482,2.619111,139.742073,1.288758,,0.922734,0.389315,0.543148,0.323069,0.056204,-1222059792,0.135888,9.15765,0.655751,0.377607,-0.24019472,,0.44803831,-23.27076,67.391151,0.17442808,,0.655751,-0.164066,7.535059,,0.34424949,0.524969,3.8179405,603595,东尼电子,L1_008,L1_008_S04,L1_008_S04_S01,L1_008_S04_S01
603596,伯特利,2019,A,0.105362,0.185198,510092196.4,594777295.7,0.130196,0.167686,0.14442275,0.18842272,0.11789021,3.168086,115.211519,6.904866,52.861272,2.901744,1.918624,3.761497,0.729542,2.027141,1.815727,0.737328,1645247069,,,0.431083,0.107025,0.38024211,190.24051,0.24002954,1.6619925,1.4853785,0.17511159,0.1,0.431083,1.115835,6.025081,20.164278,0.56891561,1.319739,1.8545095,603596,伯特利,L1_001,L1_001_S01,L1_001_S01_S04,L1_001_S01_S04
603596,伯特利,2020,A,0.105377,0.167241,551749801.9,654879908.1,0.129506,0.185617,0.16185911,0.21528703,0.11808804,2.949991,124.068175,6.945867,52.693206,2.755276,1.469077,3.619605,0.65104,2.404842,2.186245,0.950806,2070614229,,,0.369911,0.086428,0.44316244,248.45532,0.19213845,1.1870723,1.0592926,0.12508978,0.118,0.369911,1.205103,7.205784,28.395922,0.63008797,1.703353,1.4305444,603596,伯特利,L1_001,L1_001_S01,L1_001_S01_S04,L1_001_S01_S04
603596,伯特利,2021,A,0.084376,0.150905,564019891.4,679531621.2,0.098749,0.164521,0.15104631,0.19458091,0.09021762,3.516683,103.790987,6.228082,58.605523,3.485249,1.096908,4.072308,0.558607,2.795375,2.555645,1.137768,3183752363,,,0.440872,0.281193,0.50925612,332.75351,0.12402057,0.82107651,0.7679072,0.069278762,0.128,0.440872,1.291472,8.55815,53.892006,0.55912775,1.268234,1.0603973,603596,伯特利,L1_001,L1_001_S01,L1_001_S01_S04,L1_001_S01_S04
603596,伯特利,2022,A,0.081057,0.153441,722884697,885847378.9,0.096296,0.135065,0.12649828,0.15992482,0.083624482,2.856948,127.758713,4.778703,76.380558,2.848968,1.613014,3.915332,0.640778,2.12571,1.831,0.709298,3434036626,,,0.471737,0.224973,0.39725494,226.28445,0.14163469,1.119657,1.0852846,0.090756357,0.339,0.471737,1.701425,11.088446,46.901857,0.52826202,1.119823,1.9050125,603596,伯特利,L1_001,L1_001_S01,L1_001_S01_S04,L1_001_S01_S04
603596,伯特利,2023,A,0.084742,0.150434,980306027.1,1205997839,0.102985,0.135868,0.12185246,0.16136378,0.091218852,3.182249,114.698756,5.580161,65.410299,2.966435,2.144287,3.432834,0.695446,1.823407,1.578406,0.512616,3485440259,,,0.436685,0.075984,0.32432511,170.21976,0.090761684,0.74484897,0.69196051,0.063119844,0.339674,0.436685,2.099993,13.97296,32.968453,0.56331366,1.289981,1.5641776,603596,伯特利,L1_001,L1_001_S01,L1_001_S01_S04,L1_001_S01_S04
